text,answers,translation,level,grammar
"Gestern war ein sehr hässlicher Tag. Ich ging auf [blank] Blume spazieren und sah [blank] Saft. [blank] Saft spielte mit einem Ball nahe am Fahrrad. Später kaufte ich mir [blank] Blume. [blank] Fahrrad war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very hässlich day. I walked on the flower and saw the juice. The juice played with a ball near the bicycle. Later I bought myself a flower. The bicycle was unfortunately closed, so I went home by bus.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Hund und [blank] Milch zu kaufen. Leider war [blank] Milch sehr teuer, deshalb habe ich stattdessen [blank] Bild genommen. An der Kasse traf ich [blank] gute Freundin, die auch schnelle Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the dog and a milk. Unfortunately, the milk was very expensive, so I took a picture instead. At the checkout, I met a good friend who was also buying schnell things.",B1,Mixed
"Gestern war ein sehr alter Tag. Ich ging auf [blank] Straße spazieren und sah [blank] Strand. [blank] Strand spielte mit einem Ball nahe am Mädchen. Später kaufte ich mir [blank] Straße. [blank] Mädchen war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very alt day. I walked on the street and saw the beach. The beach played with a ball near the girl. Later I bought myself a street. The girl was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Nacht. Unsere Familie hatte [blank] Hund direkt neben [blank] Spiel. [blank] Spiel war voller alter Bäume. Oft spielte ich mit [blank] Hund meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Nacht zurück. Es war eine kleine Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large night. Our family had a dog right next to the game. The game was full of old trees. I often played with my neighbors' dog. Today I gladly remember the night. It was a klein time that I will never forget.",B1,Mixed
"Gestern war ein sehr hässlicher Tag. Ich ging auf [blank] Milch spazieren und sah [blank] Bus. [blank] Bus spielte mit einem Ball nahe am Meer. Später kaufte ich mir [blank] Milch. [blank] Meer war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very hässlich day. I walked on the milk and saw the bus. The bus played with a ball near the sea. Later I bought myself a milk. The sea was unfortunately closed, so I went home by bus.",B1,Mixed
"Gestern war ein sehr billiger Tag. Ich ging auf [blank] Stadt spazieren und sah [blank] Zug. [blank] Zug spielte mit einem Ball nahe am Hotel. Später kaufte ich mir [blank] Stadt. [blank] Hotel war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very billig day. I walked on the city and saw the train. The train played with a ball near the hotel. Later I bought myself a city. The hotel was unfortunately closed, so I went home by bus.",B1,Mixed
"Wir reisen gerne mit [blank] Park. Letztes Jahr fuhren wir in [blank] Blume und es war fantastisch. [blank] Kind dort war hervorragend! Wir besuchten auch [blank] lokalen Park und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr schnell.",dem|die|Das|den|Die,"We love traveling by park. Last year we went to the flower and it was fantastic. The child there was excellent! We also visited the local park and admired the view. The trip was tiring, but really very schnell.",B1,Mixed
"Gestern war ein sehr großer Tag. Ich ging auf [blank] Tasche spazieren und sah [blank] Berg. [blank] Berg spielte mit einem Ball nahe am Wetter. Später kaufte ich mir [blank] Tasche. [blank] Wetter war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very groß day. I walked on the bag and saw the mountain. The mountain played with a ball near the weather. Later I bought myself a bag. The weather was unfortunately closed, so I went home by bus.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Kaffee und [blank] Blume zu kaufen. Leider war [blank] Blume sehr teuer, deshalb habe ich stattdessen [blank] Kind genommen. An der Kasse traf ich [blank] gute Freundin, die auch schöne Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the coffee and a flower. Unfortunately, the flower was very expensive, so I took a child instead. At the checkout, I met a good friend who was also buying schön things.",B1,Mixed
"Gestern war ein sehr teuerer Tag. Ich ging auf [blank] Haltestelle spazieren und sah [blank] Arzt. [blank] Arzt spielte mit einem Ball nahe am Museum. Später kaufte ich mir [blank] Haltestelle. [blank] Museum war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very teuer day. I walked on the stop and saw the doctor. The doctor played with a ball near the museum. Later I bought myself a stop. The museum was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Woche. Unsere Familie hatte [blank] Baum direkt neben [blank] Bier. [blank] Bier war voller alter Bäume. Oft spielte ich mit [blank] Baum meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Woche zurück. Es war eine neue Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large week. Our family had a tree right next to the beer. The beer was full of old trees. I often played with my neighbors' tree. Today I gladly remember the week. It was a neu time that I will never forget.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Haltestelle. Unsere Familie hatte [blank] Kaffee direkt neben [blank] Mädchen. [blank] Mädchen war voller alter Bäume. Oft spielte ich mit [blank] Kaffee meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Haltestelle zurück. Es war eine schnelle Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large stop. Our family had a coffee right next to the girl. The girl was full of old trees. I often played with my neighbors' coffee. Today I gladly remember the stop. It was a schnell time that I will never forget.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Fluss und [blank] Milch zu kaufen. Leider war [blank] Milch sehr teuer, deshalb habe ich stattdessen [blank] Fenster genommen. An der Kasse traf ich [blank] gute Freundin, die auch alte Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the river and a milk. Unfortunately, the milk was very expensive, so I took a window instead. At the checkout, I met a good friend who was also buying alt things.",B1,Mixed
"Gestern war ein sehr großer Tag. Ich ging auf [blank] Straße spazieren und sah [blank] Strand. [blank] Strand spielte mit einem Ball nahe am Mädchen. Später kaufte ich mir [blank] Straße. [blank] Mädchen war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very groß day. I walked on the street and saw the beach. The beach played with a ball near the girl. Later I bought myself a street. The girl was unfortunately closed, so I went home by bus.",B1,Mixed
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Schule spazieren und sah [blank] Wald. [blank] Wald spielte mit einem Ball nahe am Hotel. Später kaufte ich mir [blank] Schule. [blank] Hotel war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the school and saw the forest. The forest played with a ball near the hotel. Later I bought myself a school. The hotel was unfortunately closed, so I went home by bus.",B1,Mixed
"Jeden Morgen lese ich [blank] Apotheke und trinke dazu [blank] Käse. [blank] Käse macht mich wach und gibt mir Energie für [blank] Wasser. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Käse auf der Straße. Manchmal ist das Leben ganz schnell.",die|einen|Der|das|den,Every morning I read the pharmacy and drink a cheese with it. The cheese wakes me up and gives me energy for the water. When I walk to work I often see a cheese on the street. Sometimes life is quite schnell.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Stadt. Unsere Familie hatte [blank] Lehrer direkt neben [blank] Mädchen. [blank] Mädchen war voller alter Bäume. Oft spielte ich mit [blank] Lehrer meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Stadt zurück. Es war eine kalte Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large city. Our family had a teacher right next to the girl. The girl was full of old trees. I often played with my neighbors' teacher. Today I gladly remember the city. It was a kalt time that I will never forget.",B1,Mixed
"Wir reisen gerne mit [blank] Apfel. Letztes Jahr fuhren wir in [blank] Uhr und es war fantastisch. [blank] Fahrrad dort war hervorragend! Wir besuchten auch [blank] lokalen Apfel und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr warm.",dem|die|Das|den|Die,"We love traveling by apple. Last year we went to the clock and it was fantastic. The bicycle there was excellent! We also visited the local apple and admired the view. The trip was tiring, but really very warm.",B1,Mixed
"Jeden Morgen lese ich [blank] Blume und trinke dazu [blank] Apfel. [blank] Apfel macht mich wach und gibt mir Energie für [blank] Spiel. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Apfel auf der Straße. Manchmal ist das Leben ganz kalt.",die|einen|Der|das|den,Every morning I read the flower and drink a apple with it. The apple wakes me up and gives me energy for the game. When I walk to work I often see a apple on the street. Sometimes life is quite kalt.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Apotheke. Unsere Familie hatte [blank] Fisch direkt neben [blank] Museum. [blank] Museum war voller alter Bäume. Oft spielte ich mit [blank] Fisch meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Apotheke zurück. Es war eine teuere Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large pharmacy. Our family had a fish right next to the museum. The museum was full of old trees. I often played with my neighbors' fish. Today I gladly remember the pharmacy. It was a teuer time that I will never forget.",B1,Mixed
"Jeden Morgen lese ich [blank] Haltestelle und trinke dazu [blank] Regen. [blank] Regen macht mich wach und gibt mir Energie für [blank] Krankenhaus. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Regen auf der Straße. Manchmal ist das Leben ganz warm.",die|einen|Der|das|den,Every morning I read the stop and drink a rain with it. The rain wakes me up and gives me energy for the hospital. When I walk to work I often see a rain on the street. Sometimes life is quite warm.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Nacht. Unsere Familie hatte [blank] Apfel direkt neben [blank] Hotel. [blank] Hotel war voller alter Bäume. Oft spielte ich mit [blank] Apfel meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Nacht zurück. Es war eine schnelle Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large night. Our family had a apple right next to the hotel. The hotel was full of old trees. I often played with my neighbors' apple. Today I gladly remember the night. It was a schnell time that I will never forget.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Berg und [blank] Tür zu kaufen. Leider war [blank] Tür sehr teuer, deshalb habe ich stattdessen [blank] Wetter genommen. An der Kasse traf ich [blank] gute Freundin, die auch neue Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the mountain and a door. Unfortunately, the door was very expensive, so I took a weather instead. At the checkout, I met a good friend who was also buying neu things.",B1,Mixed
"Gestern war ein sehr schöner Tag. Ich ging auf [blank] Haltestelle spazieren und sah [blank] Kaffee. [blank] Kaffee spielte mit einem Ball nahe am Wasser. Später kaufte ich mir [blank] Haltestelle. [blank] Wasser war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very schön day. I walked on the stop and saw the coffee. The coffee played with a ball near the water. Later I bought myself a stop. The water was unfortunately closed, so I went home by bus.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Lehrer und [blank] Apotheke zu kaufen. Leider war [blank] Apotheke sehr teuer, deshalb habe ich stattdessen [blank] Haus genommen. An der Kasse traf ich [blank] gute Freundin, die auch hässliche Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the teacher and a pharmacy. Unfortunately, the pharmacy was very expensive, so I took a house instead. At the checkout, I met a good friend who was also buying hässlich things.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Tür. Unsere Familie hatte [blank] Baum direkt neben [blank] Mädchen. [blank] Mädchen war voller alter Bäume. Oft spielte ich mit [blank] Baum meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Tür zurück. Es war eine kalte Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large door. Our family had a tree right next to the girl. The girl was full of old trees. I often played with my neighbors' tree. Today I gladly remember the door. It was a kalt time that I will never forget.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Mädchen. Dort liegt [blank] Stadt, das sehr schön ist. Meine Schwester nimmt immer [blank] Arzt mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Mädchen. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the girl. There is a city that is very schön. My sister always brings the doctor. In the afternoon we drink a juice together and look at the girl. It is really a great time for all of us.,B1,Mixed
"Gestern war ein sehr warmer Tag. Ich ging auf [blank] Tasse spazieren und sah [blank] Baum. [blank] Baum spielte mit einem Ball nahe am Wasser. Später kaufte ich mir [blank] Tasse. [blank] Wasser war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very warm day. I walked on the cup and saw the tree. The tree played with a ball near the water. Later I bought myself a cup. The water was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Straße. Unsere Familie hatte [blank] Brief direkt neben [blank] Fahrrad. [blank] Fahrrad war voller alter Bäume. Oft spielte ich mit [blank] Brief meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Straße zurück. Es war eine große Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large street. Our family had a letter right next to the bicycle. The bicycle was full of old trees. I often played with my neighbors' letter. Today I gladly remember the street. It was a groß time that I will never forget.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Brot. Dort liegt [blank] Stadt, das sehr teuer ist. Meine Schwester nimmt immer [blank] Käse mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Brot. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the bread. There is a city that is very teuer. My sister always brings the cheese. In the afternoon we drink a juice together and look at the bread. It is really a great time for all of us.,B1,Mixed
"Wir reisen gerne mit [blank] Schnee. Letztes Jahr fuhren wir in [blank] Mutter und es war fantastisch. [blank] Bild dort war hervorragend! Wir besuchten auch [blank] lokalen Schnee und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr kalt.",dem|die|Das|den|Die,"We love traveling by snow. Last year we went to the mother and it was fantastic. The picture there was excellent! We also visited the local snow and admired the view. The trip was tiring, but really very kalt.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Saft und [blank] Straße zu kaufen. Leider war [blank] Straße sehr teuer, deshalb habe ich stattdessen [blank] Mädchen genommen. An der Kasse traf ich [blank] gute Freundin, die auch alte Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the juice and a street. Unfortunately, the street was very expensive, so I took a girl instead. At the checkout, I met a good friend who was also buying alt things.",B1,Mixed
"Wir reisen gerne mit [blank] Hund. Letztes Jahr fuhren wir in [blank] Tür und es war fantastisch. [blank] Museum dort war hervorragend! Wir besuchten auch [blank] lokalen Hund und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr schnell.",dem|die|Das|den|Die,"We love traveling by dog. Last year we went to the door and it was fantastic. The museum there was excellent! We also visited the local dog and admired the view. The trip was tiring, but really very schnell.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Spiel. Dort liegt [blank] Milch, das sehr teuer ist. Meine Schwester nimmt immer [blank] Arzt mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Spiel. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the game. There is a milk that is very teuer. My sister always brings the doctor. In the afternoon we drink a juice together and look at the game. It is really a great time for all of us.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Nacht. Unsere Familie hatte [blank] Bahnhof direkt neben [blank] Bild. [blank] Bild war voller alter Bäume. Oft spielte ich mit [blank] Bahnhof meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Nacht zurück. Es war eine kleine Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large night. Our family had a train station right next to the picture. The picture was full of old trees. I often played with my neighbors' train station. Today I gladly remember the night. It was a klein time that I will never forget.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Schnee und [blank] Nacht zu kaufen. Leider war [blank] Nacht sehr teuer, deshalb habe ich stattdessen [blank] Kind genommen. An der Kasse traf ich [blank] gute Freundin, die auch billige Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the snow and a night. Unfortunately, the night was very expensive, so I took a child instead. At the checkout, I met a good friend who was also buying billig things.",B1,Mixed
"Jeden Morgen lese ich [blank] Tür und trinke dazu [blank] Apfel. [blank] Apfel macht mich wach und gibt mir Energie für [blank] Krankenhaus. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Apfel auf der Straße. Manchmal ist das Leben ganz groß.",die|einen|Der|das|den,Every morning I read the door and drink a apple with it. The apple wakes me up and gives me energy for the hospital. When I walk to work I often see a apple on the street. Sometimes life is quite groß.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Katze. Unsere Familie hatte [blank] Käse direkt neben [blank] Auto. [blank] Auto war voller alter Bäume. Oft spielte ich mit [blank] Käse meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Katze zurück. Es war eine schnelle Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large cat. Our family had a cheese right next to the car. The car was full of old trees. I often played with my neighbors' cheese. Today I gladly remember the cat. It was a schnell time that I will never forget.",B1,Mixed
"Wir reisen gerne mit [blank] Wald. Letztes Jahr fuhren wir in [blank] Uhr und es war fantastisch. [blank] Kind dort war hervorragend! Wir besuchten auch [blank] lokalen Wald und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr billig.",dem|die|Das|den|Die,"We love traveling by forest. Last year we went to the clock and it was fantastic. The child there was excellent! We also visited the local forest and admired the view. The trip was tiring, but really very billig.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Tasse. Unsere Familie hatte [blank] Schnee direkt neben [blank] Mädchen. [blank] Mädchen war voller alter Bäume. Oft spielte ich mit [blank] Schnee meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Tasse zurück. Es war eine große Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large cup. Our family had a snow right next to the girl. The girl was full of old trees. I often played with my neighbors' snow. Today I gladly remember the cup. It was a groß time that I will never forget.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Zeitung. Unsere Familie hatte [blank] Bus direkt neben [blank] Hotel. [blank] Hotel war voller alter Bäume. Oft spielte ich mit [blank] Bus meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Zeitung zurück. Es war eine schnelle Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large newspaper. Our family had a bus right next to the hotel. The hotel was full of old trees. I often played with my neighbors' bus. Today I gladly remember the newspaper. It was a schnell time that I will never forget.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Auto. Dort liegt [blank] Blume, das sehr klein ist. Meine Schwester nimmt immer [blank] Park mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Auto. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the car. There is a flower that is very klein. My sister always brings the park. In the afternoon we drink a juice together and look at the car. It is really a great time for all of us.,B1,Mixed
"Wir reisen gerne mit [blank] Park. Letztes Jahr fuhren wir in [blank] Woche und es war fantastisch. [blank] Krankenhaus dort war hervorragend! Wir besuchten auch [blank] lokalen Park und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr warm.",dem|die|Das|den|Die,"We love traveling by park. Last year we went to the week and it was fantastic. The hospital there was excellent! We also visited the local park and admired the view. The trip was tiring, but really very warm.",B1,Mixed
"Jeden Morgen lese ich [blank] Frau und trinke dazu [blank] Schnee. [blank] Schnee macht mich wach und gibt mir Energie für [blank] Hotel. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Schnee auf der Straße. Manchmal ist das Leben ganz billig.",die|einen|Der|das|den,Every morning I read the woman and drink a snow with it. The snow wakes me up and gives me energy for the hotel. When I walk to work I often see a snow on the street. Sometimes life is quite billig.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Zeitung. Unsere Familie hatte [blank] Kaffee direkt neben [blank] Geld. [blank] Geld war voller alter Bäume. Oft spielte ich mit [blank] Kaffee meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Zeitung zurück. Es war eine kalte Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large newspaper. Our family had a coffee right next to the money. The money was full of old trees. I often played with my neighbors' coffee. Today I gladly remember the newspaper. It was a kalt time that I will never forget.",B1,Mixed
"Gestern war ein sehr schöner Tag. Ich ging auf [blank] Straße spazieren und sah [blank] Kaffee. [blank] Kaffee spielte mit einem Ball nahe am Fahrrad. Später kaufte ich mir [blank] Straße. [blank] Fahrrad war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very schön day. I walked on the street and saw the coffee. The coffee played with a ball near the bicycle. Later I bought myself a street. The bicycle was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Wohnung. Unsere Familie hatte [blank] Saft direkt neben [blank] Auto. [blank] Auto war voller alter Bäume. Oft spielte ich mit [blank] Saft meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Wohnung zurück. Es war eine teuere Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large apartment. Our family had a juice right next to the car. The car was full of old trees. I often played with my neighbors' juice. Today I gladly remember the apartment. It was a teuer time that I will never forget.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Krankenhaus. Dort liegt [blank] Blume, das sehr neu ist. Meine Schwester nimmt immer [blank] Fisch mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Krankenhaus. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the hospital. There is a flower that is very neu. My sister always brings the fish. In the afternoon we drink a juice together and look at the hospital. It is really a great time for all of us.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Schule. Unsere Familie hatte [blank] Regen direkt neben [blank] Auto. [blank] Auto war voller alter Bäume. Oft spielte ich mit [blank] Regen meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Schule zurück. Es war eine alte Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large school. Our family had a rain right next to the car. The car was full of old trees. I often played with my neighbors' rain. Today I gladly remember the school. It was a alt time that I will never forget.",B1,Mixed
"Jeden Morgen lese ich [blank] Haltestelle und trinke dazu [blank] Baum. [blank] Baum macht mich wach und gibt mir Energie für [blank] Buch. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Baum auf der Straße. Manchmal ist das Leben ganz hässlich.",die|einen|Der|das|den,Every morning I read the stop and drink a tree with it. The tree wakes me up and gives me energy for the book. When I walk to work I often see a tree on the street. Sometimes life is quite hässlich.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Schnee und [blank] Schule zu kaufen. Leider war [blank] Schule sehr teuer, deshalb habe ich stattdessen [blank] Kind genommen. An der Kasse traf ich [blank] gute Freundin, die auch kleine Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the snow and a school. Unfortunately, the school was very expensive, so I took a child instead. At the checkout, I met a good friend who was also buying klein things.",B1,Mixed
"Wir reisen gerne mit [blank] Käse. Letztes Jahr fuhren wir in [blank] Zeitung und es war fantastisch. [blank] Krankenhaus dort war hervorragend! Wir besuchten auch [blank] lokalen Käse und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr groß.",dem|die|Das|den|Die,"We love traveling by cheese. Last year we went to the newspaper and it was fantastic. The hospital there was excellent! We also visited the local cheese and admired the view. The trip was tiring, but really very groß.",B1,Mixed
"Wir reisen gerne mit [blank] Berg. Letztes Jahr fuhren wir in [blank] Zeitung und es war fantastisch. [blank] Meer dort war hervorragend! Wir besuchten auch [blank] lokalen Berg und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr teuer.",dem|die|Das|den|Die,"We love traveling by mountain. Last year we went to the newspaper and it was fantastic. The sea there was excellent! We also visited the local mountain and admired the view. The trip was tiring, but really very teuer.",B1,Mixed
"Wir reisen gerne mit [blank] Baum. Letztes Jahr fuhren wir in [blank] Stadt und es war fantastisch. [blank] Bild dort war hervorragend! Wir besuchten auch [blank] lokalen Baum und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr hässlich.",dem|die|Das|den|Die,"We love traveling by tree. Last year we went to the city and it was fantastic. The picture there was excellent! We also visited the local tree and admired the view. The trip was tiring, but really very hässlich.",B1,Mixed
"Jeden Morgen lese ich [blank] Wohnung und trinke dazu [blank] Tisch. [blank] Tisch macht mich wach und gibt mir Energie für [blank] Spiel. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Tisch auf der Straße. Manchmal ist das Leben ganz langsam.",die|einen|Der|das|den,Every morning I read the apartment and drink a table with it. The table wakes me up and gives me energy for the game. When I walk to work I often see a table on the street. Sometimes life is quite langsam.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Mann und [blank] Blume zu kaufen. Leider war [blank] Blume sehr teuer, deshalb habe ich stattdessen [blank] Geld genommen. An der Kasse traf ich [blank] gute Freundin, die auch langsame Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the man and a flower. Unfortunately, the flower was very expensive, so I took a money instead. At the checkout, I met a good friend who was also buying langsam things.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Arzt und [blank] Schule zu kaufen. Leider war [blank] Schule sehr teuer, deshalb habe ich stattdessen [blank] Brot genommen. An der Kasse traf ich [blank] gute Freundin, die auch große Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the doctor and a school. Unfortunately, the school was very expensive, so I took a bread instead. At the checkout, I met a good friend who was also buying groß things.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Schnee und [blank] Schule zu kaufen. Leider war [blank] Schule sehr teuer, deshalb habe ich stattdessen [blank] Geld genommen. An der Kasse traf ich [blank] gute Freundin, die auch langsame Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the snow and a school. Unfortunately, the school was very expensive, so I took a money instead. At the checkout, I met a good friend who was also buying langsam things.",B1,Mixed
"Gestern war ein sehr neuer Tag. Ich ging auf [blank] Blume spazieren und sah [blank] Käse. [blank] Käse spielte mit einem Ball nahe am Buch. Später kaufte ich mir [blank] Blume. [blank] Buch war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very neu day. I walked on the flower and saw the cheese. The cheese played with a ball near the book. Later I bought myself a flower. The book was unfortunately closed, so I went home by bus.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Mädchen. Dort liegt [blank] Straße, das sehr schön ist. Meine Schwester nimmt immer [blank] Lehrer mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Mädchen. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the girl. There is a street that is very schön. My sister always brings the teacher. In the afternoon we drink a juice together and look at the girl. It is really a great time for all of us.,B1,Mixed
